Customer ID,Age,Gender,Location,Income Level,Purchase Date, Purchase Value ,Items Purchased,Quantity,First Purchase Date,Last Purchase Date,Time Since Last Purchase, Total Spending , Average Order Value ,Number of Purchases,Average Time Between Purchases,Repeat Purchase Rate,Website Visits,Click-Through Rate,Time Spent on Website
5957,38,Female,West Richardland,High,25-08-2022, $462.35 ,Tablet,2,07-11-2022,12-05-2023,-31," $2,972.47 "," $1,486.23 ",9,12.78,44%,43,0.09,473
4117,41,Female,Lake Mark,Medium,26-01-2023, $466.84 ,Smartphone,4,10-12-2022,13-02-2023,25," $1,241.45 ", $310.36 ,6,8.5,94%,14,0.06,64
5682,48,Female,Barronborough,Medium,28-10-2022, $380.37 ,Camera,3,06-01-2022,28-05-2022,369," $3,920.14 "," $1,306.71 ",3,167.67,7%,44,0.02,531
9750,20,Female,West Tyler,Low,04-11-2022, $111.76 ,Smartphone,2,21-06-2023,25-06-2023,-105," $2,104.53 "," $1,052.27 ",7,0.43,74%,2,0.06,530
3455,32,Male,Ryanmouth,High,15-04-2023, $88.40 ,Smartwatch,3,12-01-2023,22-04-2023,-26," $1,338.07 ", $446.02 ,9,13.11,5%,38,0.05,158
5657,62,Female,Lake Christianberg,Medium,19-09-2022, $143.33 ,Tablet,1,25-02-2022,20-02-2023,-7," $2,330.97 "," $2,330.97 ",9,38.67,45%,9,0.07,374
7598,34,Male,Jeanettefort,Low,02-08-2022, $315.41 ,Laptop,5,06-12-2022,11-12-2022,125," $4,617.86 ", $923.57 ,5,34.4,0%,13,0.03,525
4586,32,Female,Meredithfurt,Medium,20-02-2023, $50.80 ,Tablet,4,17-08-2022,18-10-2022,170," $2,789.81 ", $697.45 ,5,58.8,69%,32,0.09,402
7136,48,Female,East Rita,Low,13-09-2022, $143.80 ,Camera,5,03-03-2022,25-02-2023,-3," $2,066.74 ", $413.35 ,2,158.5,75%,25,0.03,508
2626,34,Male,Jasonview,Low,20-05-2023, $10.74 ,Camera,4,17-11-2022,02-05-2023,12," $1,837.03 ", $459.26 ,4,53,87%,32,0.06,230
2961,62,Female,East Joseph,High,30-07-2022, $305.00 ,Headphones,4,09-11-2022,10-04-2023,-34, $104.69 , $26.17 ,7,10.29,74%,5,0.09,130
4440,29,Male,East Morganborough,High,12-09-2022, $293.84 ,Smartwatch,1,03-12-2022,20-06-2023,-169," $4,523.30 "," $4,523.30 ",7,13.57,2%,46,0.02,38
3649,60,Male,Tammyhaven,High,19-03-2023, $462.91 ,Smartwatch,3,28-04-2022,24-04-2023,42," $4,382.43 "," $1,460.81 ",9,35.67,51%,42,0.02,66
2388,24,Female,Saraton,High,27-03-2023, $456.61 ,Laptop,1,20-11-2022,23-04-2023,-89," $4,036.85 "," $4,036.85 ",8,16.62,93%,50,0.09,437
7959,20,Male,New Jose,Medium,03-07-2022, $476.11 ,Headphones,1,06-03-2023,20-06-2023,-42," $4,276.27 "," $4,276.27 ",7,2.43,95%,46,0.02,84
3689,29,Female,Billystad,High,01-05-2023, $170.75 ,Smartphone,4,20-03-2023,11-06-2023,-58, $448.08 , $112.02 ,4,-1,3%,43,0.06,233
7403,62,Male,Gonzalesville,Low,25-08-2022, $288.82 ,Tablet,3,11-12-2021,06-11-2022,155," $4,205.24 "," $1,401.75 ",5,100.2,37%,2,0.03,354
4913,50,Male,North Sarah,Medium,29-07-2022, $356.92 ,Headphones,3,24-01-2022,01-04-2023,-90," $3,137.03 "," $1,045.68 ",7,65.86,38%,36,0.08,540
2144,37,Female,Taylorville,Low,11-01-2023, $214.70 ,Tablet,1,13-03-2022,18-10-2022,162," $2,160.46 "," $2,160.46 ",9,47.56,58%,31,0.1,69
2745,36,Male,Courtneychester,Low,15-05-2023, $353.15 ,Laptop,5,05-02-2022,31-10-2022,122," $2,571.56 ", $514.31 ,3,133.67,33%,2,0.08,297
3586,49,Male,East Michaelmouth,High,03-07-2022, $487.80 ,Tablet,4,27-06-2021,18-09-2022,263," $1,800.87 ", $450.22 ,6,116.5,80%,24,0.02,560
9673,59,Male,Tiffanystad,High,26-06-2023, $467.58 ,Headphones,3,12-08-2022,24-03-2023,-10," $1,062.72 ", $354.24 ,7,27.14,29%,45,0.07,275
3698,59,Male,Kimstad,Medium,31-03-2023, $127.97 ,Tablet,1,29-05-2022,21-02-2023,78," $2,905.01 "," $2,905.01 ",5,70,51%,26,0.08,347
4783,28,Male,Ricardofurt,Low,25-08-2022, $118.12 ,Tablet,2,04-07-2022,05-09-2022,148," $2,927.10 "," $1,463.55 ",4,51,39%,28,0.05,380
5290,61,Female,North Johnhaven,Low,15-01-2023, $90.44 ,Tablet,4,15-02-2023,23-04-2023,9," $1,840.29 ", $460.07 ,2,7.5,99%,5,0.02,400
7984,43,Male,Port Stephaniemouth,Medium,28-12-2022, $426.76 ,Headphones,4,12-12-2022,12-12-2022,139," $4,692.63 "," $1,173.16 ",4,12.5,28%,50,0.02,589
3495,30,Female,Lake Steven,Medium,01-02-2023, $413.19 ,Smartphone,5,13-06-2022,19-09-2022,152," $1,639.05 ", $327.81 ,4,88.75,77%,48,0.05,116
3647,60,Female,West Amanda,High,27-08-2022, $137.30 ,Smartwatch,5,11-01-2022,13-08-2022,278," $1,818.87 ", $363.77 ,1,412,24%,34,0.1,379
7562,33,Male,Pennyfort,High,29-09-2022, $296.86 ,Smartphone,2,30-04-2022,31-07-2022,246," $3,360.31 "," $1,680.15 ",7,40.14,26%,11,0.06,561
9257,20,Female,Lake Christinaberg,High,18-07-2022, $392.34 ,Smartphone,4,17-11-2022,04-05-2023,28," $2,739.75 ", $684.94 ,8,9.38,63%,36,0.07,281
1988,52,Male,East Paige,Low,30-12-2022, $211.79 ,Camera,4,11-01-2023,13-01-2023,68," $3,471.20 ", $867.80 ,7,14,80%,47,0.07,549
1739,37,Male,Sellerstown,High,25-01-2023, $245.55 ,Smartphone,3,02-06-2023,22-06-2023,-99, $449.82 , $149.94 ,1,-149,7%,28,0.02,101
6619,30,Male,Lake Alexandra,Medium,19-08-2022, $227.87 ,Tablet,3,04-09-2021,11-05-2022,358, $788.04 , $262.68 ,3,176,7%,50,0.09,84
8659,39,Female,North Tylerburgh,Low,21-09-2022, $158.01 ,Laptop,3,30-05-2022,12-05-2023,-67," $2,777.95 ", $925.98 ,6,41.5,65%,27,0.05,395
3519,59,Male,Hansonport,High,27-02-2023, $347.46 ,Smartwatch,4,24-04-2022,05-01-2023,34," $2,194.53 ", $548.63 ,2,196,32%,18,0.02,444
3108,58,Female,Bairdview,Medium,11-10-2022, $339.45 ,Camera,5,20-11-2021,24-11-2021,527," $1,758.45 ", $351.69 ,4,123.75,46%,46,0.03,273
8706,28,Female,South Karen,Low,09-05-2023, $98.55 ,Laptop,2,07-05-2023,29-05-2023,-76," $1,238.10 ", $619.05 ,6,-20.5,2%,9,0.06,375
6695,43,Female,Tylerland,High,19-08-2022, $28.83 ,Tablet,3,08-12-2021,29-03-2022,308," $3,903.91 "," $1,301.30 ",5,110.8,45%,40,0.03,133
8404,51,Female,Johnsonport,Low,29-04-2023, $401.29 ,Camera,4,27-02-2022,11-07-2022,177, $284.72 , $71.18 ,7,46.14,0%,3,0.09,92
5039,26,Female,Yorkmouth,High,11-02-2023, $267.27 ,Smartwatch,2,07-08-2021,02-12-2021,453," $2,599.70 "," $1,299.85 ",6,105,100%,18,0.04,567
7429,62,Female,West Craig,Low,02-11-2022, $331.33 ,Laptop,1,08-02-2022,07-05-2022,330, $664.02 , $664.02 ,5,71.2,90%,16,0.08,130
8054,28,Male,Holmeshaven,High,29-11-2022, $484.02 ,Laptop,1,28-05-2022,26-03-2023,34," $2,803.13 "," $2,803.13 ",10,36.9,92%,27,0.06,550
8370,64,Male,West Matthewmouth,Low,09-09-2022, $101.05 ,Tablet,4,12-06-2023,24-06-2023,-148," $4,820.74 "," $1,205.18 ",4,-23.25,10%,6,0.05,256
2754,23,Female,South Danielle,Low,02-11-2022, $282.58 ,Camera,1,08-10-2021,24-10-2021,537," $3,550.77 "," $3,550.77 ",8,70.88,65%,4,0.07,587
3208,48,Male,Johnview,Low,20-11-2022, $63.62 ,Laptop,1,06-11-2021,05-12-2022,49," $1,495.64 "," $1,495.64 ",6,76.17,29%,21,0.07,412
8922,22,Male,Port Ashley,High,03-03-2023, $490.63 ,Laptop,2,02-12-2021,25-11-2022,168," $2,881.06 "," $1,440.53 ",2,206.5,81%,8,0.02,599
1008,50,Female,Michellefort,High,12-12-2022, $305.68 ,Smartphone,2,03-06-2022,19-05-2023,-90," $3,907.70 "," $1,953.85 ",10,25.7,36%,43,0.1,51
2986,28,Female,East Michael,Medium,22-09-2022, $376.54 ,Smartphone,1,24-03-2022,05-09-2022,134," $3,988.99 "," $3,988.99 ",7,59.14,16%,5,0.03,257
6070,27,Female,Stephenstown,Medium,12-09-2022, $237.34 ,Smartphone,2,21-04-2022,28-08-2022,297, $363.32 , $181.66 ,9,32.56,77%,29,0.03,233
2269,49,Female,Cunninghamburgh,High,12-08-2022, $226.42 ,Camera,3,06-09-2021,12-03-2023,64," $4,651.26 "," $1,550.42 ",5,126,92%,44,0.05,571
4222,38,Male,South Robertfurt,High,21-09-2022, $467.89 ,Camera,1,13-06-2023,21-06-2023,-16," $4,981.22 "," $4,981.22 ",5,-7,27%,3,0.03,518
9021,45,Female,South Emilybury,Low,11-07-2022, $142.25 ,Smartphone,1,19-06-2022,27-10-2022,73," $2,509.23 "," $2,509.23 ",2,106.5,0%,11,0.02,301
9215,20,Male,New Amandaberg,Low,25-05-2023, $334.52 ,Laptop,2,14-12-2021,15-04-2022,327, $774.36 , $387.18 ,1,390,40%,36,0.07,580
6750,50,Female,North Melanieport,Medium,08-07-2022, $475.01 ,Camera,3,08-01-2023,21-02-2023,31," $1,554.92 ", $518.31 ,4,23.25,87%,41,0.07,179
5705,41,Male,Lake Sydney,High,26-06-2023, $204.66 ,Smartwatch,5,11-07-2022,22-06-2023,-172," $1,502.82 ", $300.56 ,1,335,49%,5,0.02,358
3952,65,Male,Cynthiaborough,Low,09-11-2022, $331.07 ,Smartwatch,5,26-07-2021,06-02-2023,-36," $1,946.44 ", $389.29 ,8,86.88,91%,13,0.09,245
2649,37,Male,Rachelburgh,Medium,08-05-2023, $96.38 ,Smartwatch,4,11-06-2023,19-06-2023,-152," $1,548.23 ", $387.06 ,3,-1,47%,38,0.09,124
7611,60,Male,Erikmouth,Medium,29-09-2022, $203.19 ,Smartwatch,5,10-04-2022,07-05-2023,-68," $2,599.09 ", $519.82 ,1,292,45%,17,0.06,355
5634,42,Female,Crystalberg,Medium,21-01-2023, $89.40 ,Smartwatch,5,29-05-2023,07-06-2023,-136, $375.80 , $75.16 ,10,-1.8,39%,30,0.1,477
3479,53,Female,East Thomas,Medium,20-03-2023, $109.37 ,Smartphone,5,22-06-2023,22-06-2023,-128, $509.46 , $101.89 ,9,-5.44,56%,29,0.02,200
6170,25,Female,Hoffmanside,Low,07-03-2023, $14.72 ,Laptop,2,19-01-2023,07-05-2023,23," $4,082.77 "," $2,041.38 ",8,10,67%,17,0.09,532
5248,24,Female,Hannahberg,Medium,17-12-2022, $234.33 ,Smartwatch,1,15-05-2023,06-06-2023,-112," $2,277.01 "," $2,277.01 ",10,-10.6,67%,29,0.08,176
7381,31,Female,Timothyhaven,Medium,13-08-2022, $309.93 ,Laptop,2,17-09-2022,21-10-2022,157," $4,249.05 "," $2,124.53 ",10,20.7,67%,32,0.1,291
7840,21,Male,Alexanderview,Medium,19-10-2022, $449.45 ,Laptop,3,10-05-2023,20-05-2023,-11," $3,151.12 "," $1,050.37 ",8,5.75,89%,15,0.04,466
5610,60,Female,Kyleport,Low,19-08-2022, $429.76 ,Smartwatch,2,26-10-2022,27-03-2023,-27," $4,341.33 "," $2,170.66 ",2,42.5,11%,30,0.07,470
4109,30,Male,Reeseview,Low,02-01-2023, $10.41 ,Smartwatch,4,18-10-2021,07-05-2023,-63," $4,611.63 "," $1,152.91 ",1,485,4%,6,0.1,55
7396,24,Female,Wendychester,Low,13-07-2022, $201.50 ,Headphones,2,26-06-2022,22-11-2022,160," $3,413.87 "," $1,706.93 ",2,173.5,46%,41,0.06,120
4950,30,Female,Rebeccamouth,Low,14-02-2023, $312.07 ,Smartwatch,2,24-12-2021,21-03-2023,50, $526.23 , $263.12 ,9,50.33,26%,31,0.03,230
7633,61,Female,North Hannah,Low,16-08-2022, $181.25 ,Smartphone,2,09-11-2021,26-05-2023,-99," $1,658.55 ", $829.27 ,2,263.5,100%,32,0.01,327
3375,41,Female,Port Brittany,Medium,11-05-2023, $430.04 ,Camera,1,18-05-2023,26-06-2023,-162," $2,002.17 "," $2,002.17 ",8,-5.25,5%,46,0.04,281
9308,21,Female,Joshuastad,High,16-02-2023, $85.78 ,Tablet,5,13-02-2022,04-03-2023,105," $2,664.08 ", $532.82 ,2,231.5,35%,12,0.04,500
8037,21,Female,Port Johnfort,High,27-01-2023, $374.45 ,Tablet,1,31-07-2021,21-04-2023,-103," $1,228.10 "," $1,228.10 ",9,68.56,79%,21,0.06,175
7554,33,Female,Lake Bradley,Medium,02-11-2022, $147.42 ,Smartwatch,5,13-06-2022,29-06-2022,334," $1,353.38 ", $270.68 ,7,37.43,92%,12,0.06,503
4159,40,Male,Adamshaven,High,18-12-2022, $262.36 ,Headphones,4,17-09-2021,05-05-2022,309," $2,923.45 ", $730.86 ,7,81,44%,35,0.09,481
6328,43,Male,Lake Barbaramouth,High,30-05-2023, $237.88 ,Smartphone,2,27-07-2021,26-09-2022,128," $1,275.76 ", $637.88 ,7,74.86,100%,8,0.03,487
1225,26,Male,Lake Brittanyville,High,22-07-2022, $304.15 ,Smartwatch,3,06-02-2022,15-08-2022,279," $1,216.73 ", $405.58 ,10,49.5,84%,13,0.04,506
8739,58,Male,Peterberg,High,22-08-2022, $285.82 ,Smartwatch,4,09-08-2022,08-05-2023,44," $3,362.60 ", $840.65 ,2,147,69%,3,0.04,393
9572,43,Male,Edwardhaven,Low,31-05-2023, $221.16 ,Laptop,4,16-10-2022,01-03-2023,102, $554.28 , $138.57 ,3,42,4%,11,0.06,33
6104,58,Female,South Davidview,Medium,15-03-2023, $205.64 ,Camera,3,02-05-2023,16-05-2023,7," $3,198.17 "," $1,066.06 ",3,-37.33,14%,29,0.09,206
8522,63,Male,Jameschester,High,04-04-2023, $420.82 ,Laptop,5,04-01-2022,31-10-2022,175," $4,031.38 ", $806.28 ,4,134.25,80%,34,0.07,559
2027,26,Male,Nathanport,Low,10-03-2023, $159.07 ,Smartphone,3,07-10-2022,02-01-2023,24," $1,146.43 ", $382.14 ,1,249,32%,2,0.06,362
9272,32,Male,North Marc,High,13-07-2022, $236.69 ,Smartwatch,4,31-12-2021,17-02-2023,1," $1,250.19 ", $312.55 ,3,163.67,60%,21,0.06,177
8894,54,Male,Amyport,Medium,14-10-2022, $237.79 ,Camera,4,12-05-2022,13-07-2022,187," $4,946.12 "," $1,236.53 ",9,43,4%,30,0.06,416
9412,34,Female,East Matthew,Medium,07-06-2023, $53.32 ,Smartwatch,1,18-12-2021,06-06-2022,285, $770.07 , $770.07 ,1,461,92%,39,0.06,247
1933,56,Female,West Jon,Medium,10-04-2023, $273.21 ,Smartphone,4,18-06-2023,20-06-2023,-157," $3,966.64 ", $991.66 ,8,-9.25,95%,40,0.09,119
8479,32,Female,Sheltonview,Low,29-12-2022, $456.22 ,Laptop,3,05-12-2021,06-05-2022,264," $4,966.68 "," $1,655.56 ",8,70.25,54%,15,0.05,198
8517,52,Female,Port Stephaniestad,High,29-08-2022, $246.75 ,Camera,4,26-03-2023,18-06-2023,-116," $4,821.30 "," $1,205.33 ",6,2.33,34%,30,0.05,42
7859,45,Female,East Brookeview,Medium,23-09-2022, $97.43 ,Laptop,1,05-02-2022,23-12-2022,108," $1,493.41 "," $1,493.41 ",9,54.78,69%,5,0.02,565
7152,63,Male,Moorechester,Low,28-02-2023, $28.51 ,Tablet,5,07-01-2023,28-02-2023,59, $375.51 , $75.10 ,8,13.88,77%,25,0.08,348
9544,37,Female,South Nicholasport,Medium,29-12-2022, $53.29 ,Camera,2,18-09-2021,05-10-2021,575," $1,290.24 ", $645.12 ,5,129.2,82%,19,0.09,562
2291,47,Female,South Paulatown,Medium,25-10-2022, $74.30 ,Smartwatch,1,25-09-2021,28-11-2022,88," $3,371.77 "," $3,371.77 ",9,54.33,33%,35,0.03,506
8293,40,Male,Zacharymouth,Medium,13-02-2023, $139.56 ,Smartwatch,4,18-04-2022,15-06-2022,239," $4,974.90 "," $1,243.72 ",10,42.3,18%,45,0.02,183
2232,59,Male,Kimberlyfort,Medium,26-06-2022, $177.52 ,Camera,4,02-06-2023,03-06-2023,14, $892.18 , $223.04 ,7,-8.14,20%,48,0.08,40
3259,24,Female,Port Mark,High,03-12-2022, $407.75 ,Smartphone,4,18-09-2022,09-02-2023,-30," $4,446.68 "," $1,111.67 ",6,27,85%,18,0.08,121
9605,44,Male,Rangeltown,Low,01-05-2023, $284.86 ,Tablet,5,29-06-2021,08-06-2022,381," $1,724.92 ", $344.98 ,7,99.14,57%,9,0.05,364
3972,62,Male,Gibbsland,High,13-05-2023, $87.96 ,Camera,2,12-07-2022,12-07-2022,213," $4,949.42 "," $2,474.71 ",6,45,30%,22,0.03,468
5179,34,Male,South Ashleyville,High,16-10-2022, $485.60 ,Camera,3,31-03-2022,11-01-2023,60," $3,567.91 "," $1,189.30 ",5,73.2,9%,35,0.07,421
6444,35,Female,Adrianabury,High,21-04-2023, $118.17 ,Camera,5,15-01-2023,19-04-2023,53," $3,253.88 ", $650.78 ,9,14.78,38%,32,0.05,171
8746,38,Female,Port Patrickberg,High,03-07-2022, $379.83 ,Camera,5,19-06-2022,27-11-2022,91," $1,990.92 ", $398.18 ,3,118.67,90%,8,0.1,547
3551,18,Male,Sellerstown,Medium,04-07-2022, $138.79 ,Camera,3,18-02-2023,17-04-2023,-102," $2,135.74 ", $711.91 ,7,4.86,34%,1,0.07,45
7709,18,Male,Dukefort,High,23-08-2022, $353.81 ,Tablet,3,11-07-2022,29-04-2023,-6," $1,256.77 ", $418.92 ,6,57.83,37%,33,0.08,436
6798,19,Female,North Christophermouth,Low,07-10-2022, $279.42 ,Laptop,5,24-02-2023,27-05-2023,-112," $4,615.92 ", $923.18 ,8,5.5,30%,45,0.04,199
3685,59,Male,Vargasburgh,Medium,25-11-2022, $380.90 ,Camera,3,25-03-2023,04-05-2023,-48, $356.53 , $118.84 ,8,-1.38,14%,13,0.08,320
4238,21,Male,Hallport,Low,15-03-2023, $372.03 ,Headphones,5,06-12-2022,11-12-2022,50," $3,582.72 ", $716.54 ,9,7.33,41%,12,0.06,89
8813,52,Female,Port Deborahbury,Medium,19-02-2023, $218.33 ,Smartwatch,5,17-10-2021,23-09-2022,234, $703.87 , $140.77 ,4,112.25,55%,42,0.04,377
3530,23,Female,Lake Erin,High,30-04-2023, $324.49 ,Laptop,3,21-08-2022,03-03-2023,25, $943.56 , $314.52 ,7,41.57,36%,14,0.01,106
5365,56,Female,Vaughnborough,High,02-04-2023, $313.68 ,Headphones,2,29-10-2022,18-06-2023,-46," $2,339.14 "," $1,169.57 ",2,91,10%,44,0.03,453
7606,38,Male,Kennethview,Low,29-03-2023, $119.11 ,Laptop,4,29-08-2021,27-05-2023,-40," $3,497.93 ", $874.48 ,6,82.5,53%,10,0.05,241
3307,28,Male,Lake Beth,Low,10-10-2022, $472.27 ,Tablet,3,14-05-2023,25-05-2023,-87," $3,276.29 "," $1,092.10 ",6,-5.17,15%,37,0.06,394
4761,25,Female,Brownmouth,Low,26-01-2023, $273.46 ,Smartphone,4,08-06-2023,08-06-2023,-96," $4,119.46 "," $1,029.87 ",10,-8.1,57%,44,0.07,433
2522,57,Male,South Benjaminton,Low,15-06-2023, $70.10 ,Camera,2,27-03-2023,02-04-2023,-32," $4,679.12 "," $2,339.56 ",8,10.88,42%,27,0.02,178
7755,56,Male,South Karen,Low,09-03-2023, $392.53 ,Tablet,3,02-03-2023,25-03-2023,-23, $254.63 , $84.88 ,4,13.25,42%,15,0.07,131
3369,51,Male,West Haroldtown,Low,17-10-2022, $62.41 ,Headphones,4,11-10-2022,07-12-2022,200," $2,171.20 ", $542.80 ,9,15.33,19%,1,0.08,56
2283,59,Female,West Kevin,Low,06-05-2023, $356.60 ,Camera,1,14-10-2022,23-03-2023,47," $3,495.98 "," $3,495.98 ",5,27,47%,16,0.06,492
4489,30,Male,South Jeffreyville,Medium,27-04-2023, $453.73 ,Smartphone,4,04-10-2022,14-06-2023,-106," $2,279.90 ", $569.98 ,8,17.38,67%,35,0.02,319
1364,54,Male,Port Karla,Low,16-09-2022, $468.72 ,Smartphone,5,26-11-2021,12-09-2022,124, $555.68 , $111.14 ,3,170.33,3%,3,0.01,515
7334,44,Male,Mccarthyville,Medium,16-12-2022, $379.93 ,Smartwatch,4,26-07-2021,28-03-2022,453," $3,351.27 ", $837.82 ,2,319,27%,42,0.07,246
5891,58,Female,South Laurafort,Low,04-07-2022, $469.92 ,Headphones,5,10-05-2022,27-10-2022,147," $3,430.16 ", $686.03 ,7,50.29,92%,13,0.04,485
9969,55,Female,South Kent,Medium,07-03-2023, $497.78 ,Headphones,3,11-05-2022,07-06-2022,358," $3,078.37 "," $1,026.12 ",10,32.9,13%,27,0.09,60
1308,42,Female,Stephenstown,High,08-06-2023, $374.94 ,Laptop,2,21-02-2023,11-03-2023,28," $4,243.44 "," $2,121.72 ",2,4,92%,27,0.07,51
2289,40,Female,New Carolyn,Low,22-07-2022, $382.86 ,Tablet,3,28-10-2021,28-01-2023,-21, $906.79 , $302.26 ,8,56.62,84%,24,0.07,407
3731,29,Male,Vincentmouth,High,14-06-2023, $224.62 ,Headphones,3,27-10-2021,26-03-2022,455," $3,927.30 "," $1,309.10 ",3,154.67,46%,24,0.04,333
9811,51,Female,Michaelside,Medium,07-01-2023, $367.93 ,Smartphone,3,12-10-2021,06-07-2022,269," $2,857.50 ", $952.50 ,5,123.2,96%,14,0.02,140
9007,26,Female,South Rodneyberg,Medium,11-08-2022, $412.35 ,Laptop,3,07-12-2021,20-12-2022,50," $1,564.91 ", $521.64 ,6,85,82%,16,0.1,243
3057,49,Female,Port Derek,Low,25-01-2023, $464.57 ,Laptop,4,04-02-2022,11-10-2022,124," $2,955.29 ", $738.82 ,8,48.75,6%,34,0.02,380
5860,48,Female,Davisshire,Medium,19-12-2022, $334.96 ,Headphones,3,31-03-2023,12-05-2023,-68, $591.13 , $197.04 ,6,-12.5,49%,15,0.02,144
4347,45,Male,Lake Jonathan,High,11-01-2023, $278.70 ,Smartwatch,1,13-04-2023,20-06-2023,-28," $3,314.61 "," $3,314.61 ",6,4.33,33%,44,0.05,94
8018,26,Female,Garymouth,Medium,18-09-2022, $485.37 ,Headphones,2,29-01-2022,11-08-2022,235," $3,942.43 "," $1,971.21 ",10,35.3,49%,11,0.1,350
5516,46,Male,New Brandimouth,Low,21-08-2022, $57.48 ,Smartwatch,5,31-07-2022,07-06-2023,-23," $4,992.11 ", $998.42 ,6,26.83,68%,26,0.03,596
8025,21,Male,Matthewsview,Low,24-08-2022, $239.46 ,Smartphone,5,30-11-2021,29-04-2023,43," $1,726.07 ", $345.21 ,9,49.67,46%,1,0.07,244
6750,52,Female,Hawkinshaven,High,26-09-2022, $80.86 ,Smartwatch,4,23-11-2022,11-02-2023,30," $4,538.30 "," $1,134.58 ",6,26.33,94%,49,0.06,477
9535,30,Male,Lake Rebekah,Low,20-01-2023, $475.11 ,Smartwatch,3,22-04-2022,28-08-2022,204, $240.46 , $80.15 ,8,35.38,47%,13,0.06,530
7970,39,Male,Fitzgeraldmouth,Low,24-04-2023, $430.27 ,Smartwatch,2,22-04-2022,28-03-2023,-35," $1,381.30 ", $690.65 ,6,47.17,10%,15,0.09,224
3931,35,Male,Lake Sharon,High,13-02-2023, $419.88 ,Smartphone,5,07-08-2022,19-05-2023,-36," $2,312.58 ", $462.52 ,3,82.67,90%,41,0.08,397
2609,41,Male,Lake Amyfurt,High,22-12-2022, $346.00 ,Camera,3,21-06-2022,27-03-2023,11," $4,521.92 "," $1,507.31 ",3,103.33,11%,8,0.07,96
8557,31,Female,South Jessica,Low,20-08-2022, $12.20 ,Smartwatch,3,04-05-2022,28-08-2022,219, $146.04 , $48.68 ,3,131.33,33%,30,0.09,589
2950,37,Male,West Joseside,Medium,17-11-2022, $313.56 ,Smartwatch,2,24-04-2023,08-06-2023,0, $209.29 , $104.64 ,6,-2.17,36%,19,0.09,557
7273,30,Male,Cherylhaven,Low,22-07-2022, $246.45 ,Laptop,1,13-03-2022,03-12-2022,156," $4,826.14 "," $4,826.14 ",10,40.1,16%,41,0.1,489
2130,30,Male,South Lynnbury,High,28-01-2023, $35.53 ,Headphones,1,01-05-2022,20-11-2022,215," $2,085.20 "," $2,085.20 ",2,127,78%,35,0.06,432
7186,21,Male,Shafferbury,Low,14-11-2022, $445.11 ,Headphones,1,15-06-2022,25-01-2023,78," $3,361.23 "," $3,361.23 ",7,31,76%,3,0.04,250
6642,63,Female,East Jonathonbury,High,10-05-2023, $82.55 ,Smartwatch,1,13-08-2022,24-04-2023,-99," $3,113.50 "," $3,113.50 ",6,38.83,79%,7,0.02,49
6681,21,Female,Port Anthony,High,28-03-2023, $315.83 ,Smartwatch,4,13-09-2021,07-01-2022,514," $1,602.59 ", $400.65 ,1,606,41%,11,0.09,440
5080,37,Female,East Ralph,Medium,05-06-2023, $191.68 ,Smartphone,1,10-09-2022,16-01-2023,73," $4,658.03 "," $4,658.03 ",2,75,71%,35,0.04,458
7309,33,Female,Lake Michaelmouth,Low,25-02-2023, $118.93 ,Camera,4,13-07-2021,28-07-2021,618," $3,936.86 ", $984.22 ,4,165.5,42%,46,0.09,98
7957,43,Male,New Andreafurt,High,23-11-2022, $187.14 ,Headphones,4,19-02-2022,21-08-2022,186," $4,996.09 "," $1,249.02 ",6,63.33,72%,33,0.1,388
3212,58,Male,North Lydia,Low,07-02-2023, $86.20 ,Smartwatch,2,19-11-2021,26-02-2023,-29, $619.61 , $309.81 ,9,45.78,94%,18,0.04,502
7049,18,Male,Willisland,Medium,13-11-2022, $258.74 ,Headphones,4,07-09-2021,24-10-2022,236," $2,429.47 ", $607.37 ,8,75.25,22%,32,0.09,487
8275,30,Male,Kristinside,Medium,20-08-2022, $379.67 ,Headphones,3,17-10-2022,06-03-2023,73, $799.47 , $266.49 ,9,15.78,4%,35,0.05,348
7817,47,Male,Danielborough,Low,04-04-2023, $313.54 ,Camera,4,27-12-2021,04-05-2022,354, $961.91 , $240.48 ,8,60.75,44%,3,0.09,354
2792,50,Male,North Nancy,Medium,28-06-2022, $107.13 ,Smartphone,4,14-03-2023,25-04-2023,-86," $3,175.35 ", $793.84 ,6,10.83,47%,35,0.03,159
4331,26,Male,East Angela,Low,19-10-2022, $491.31 ,Smartphone,2,06-10-2021,25-10-2021,474," $3,151.23 "," $1,575.62 ",10,45.7,68%,6,0.06,566
3576,50,Male,Danachester,Low,28-04-2023, $343.79 ,Tablet,4,06-10-2021,19-05-2023,-132," $2,537.91 ", $634.48 ,7,88.86,30%,20,0.08,588
3867,57,Male,Port Andrew,High,26-09-2022, $41.92 ,Smartphone,4,22-09-2021,07-10-2022,194," $4,201.54 "," $1,050.38 ",2,312,46%,42,0.04,302
7719,63,Male,North Steventown,Low,22-03-2023, $320.20 ,Smartphone,2,27-11-2021,30-12-2022,98," $4,510.77 "," $2,255.39 ",9,55.11,79%,22,0.07,108
1730,36,Male,North Kelly,Medium,24-09-2022, $357.70 ,Camera,4,08-05-2022,12-09-2022,212," $3,050.46 ", $762.62 ,4,87.5,70%,36,0.04,349
